URL,GameType,Location,Date,Time,WinningTeam,Quarter,SecLeft,AwayTeam,AwayPlay,AwayScore,HomeTeam,HomePlay,HomeScore,Shooter,ShotType,ShotOutcome,ShotDist,Assister,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,ViolationPlayer,ViolationType,TimeoutTeam,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType,TurnoverCause,TurnoverCauser,JumpballAwayPlayer,JumpballHomePlayer,JumpballPoss
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,720,LAC,Jump ball: I. Zubac vs. K. Porziis (M. Kleber gains possession),0,DAL,,0,,,,,,,,,,,,,,,,,,,,,,,,I. Zubac - zubaciv01,K. Porziņģis - porzikr01,M. Kleber - klebima01
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,696,LAC,,0,DAL,D. Finney-Smith misses 2-pt jump shot from 17 ft,0,D. Finney-Smith - finnedo01,2-pt jump shot,miss,17,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,693,LAC,Defensive rebound by P. George,0,DAL,,0,,,,,,,,,,P. George - georgpa01,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,690,LAC,Personal foul by T. Hardaway (drawn by R. Jackson),0,DAL,,0,,,,,,,personal,T. Hardaway - hardati02,R. Jackson - jacksre01,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,677,LAC,P. George misses 2-pt jump shot from 8 ft,0,DAL,,0,P. George - georgpa01,2-pt jump shot,miss,8,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,675,LAC,,0,DAL,Defensive rebound by L. Doni,0,,,,,,,,,,L. Dončić - doncilu01,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,661,LAC,,0,DAL,L. Doni makes 2-pt jump shot from 11 ft,2,L. Dončić - doncilu01,2-pt jump shot,make,11,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,636,LAC,Turnover by Team (shot clock),0,DAL,,2,,,,,,,,,,,,,,,,,,,,Team,shot clock,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,626,LAC,,0,DAL,L. Doni makes 3-pt jump shot from 25 ft,5,L. Dončić - doncilu01,3-pt jump shot,make,25,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,608,LAC,I. Zubac misses 2-pt jump shot from 6 ft,0,DAL,,5,I. Zubac - zubaciv01,2-pt jump shot,miss,6,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,607,LAC,,0,DAL,Defensive rebound by L. Doni,5,,,,,,,,,,L. Dončić - doncilu01,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,595,LAC,,0,DAL,K. Porziis misses 3-pt jump shot from 27 ft,5,K. Porziņģis - porzikr01,3-pt jump shot,miss,27,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,593,LAC,,0,DAL,Offensive rebound by Team,5,,,,,,,,,,Team,offensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,593,LAC,Loose ball foul by I. Zubac (drawn by M. Kleber),0,DAL,,5,,,,,,,loose ball,I. Zubac - zubaciv01,M. Kleber - klebima01,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,587,LAC,,0,DAL,L. Doni makes 3-pt jump shot from 25 ft,8,L. Dončić - doncilu01,3-pt jump shot,make,25,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,587,LAC,LA Clippers full timeout,0,DAL,,8,,,,,,,,,,,,,,LAC,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,587,LAC,N. Batum enters the game for I. Zubac,0,DAL,,8,,,,,,,,,,,,,,,,,,N. Batum - batumni01,I. Zubac - zubaciv01,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,579,LAC,Offensive foul by R. Jackson (drawn by T. Hardaway),0,DAL,,8,,,,,,,offensive,R. Jackson - jacksre01,T. Hardaway - hardati02,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,579,LAC,Turnover by R. Jackson (offensive foul),0,DAL,,8,,,,,,,,,,,,,,,,,,,,R. Jackson - jacksre01,offensive foul,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,565,LAC,,0,DAL,T. Hardaway makes 3-pt jump shot from 26 ft (assist by L. Doni),11,T. Hardaway - hardati02,3-pt jump shot,make,26,L. Dončić - doncilu01,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,554,LAC,P. George makes 2-pt layup at rim,2,DAL,,11,P. George - georgpa01,2-pt layup,make,0,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,545,LAC,,2,DAL,L. Doni makes 3-pt jump shot from 26 ft,14,L. Dončić - doncilu01,3-pt jump shot,make,26,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,533,LAC,Shooting foul by K. Porziis (drawn by N. Batum),2,DAL,,14,,,,,,,shooting,K. Porziņģis - porzikr01,N. Batum - batumni01,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,533,LAC,N. Batum makes free throw 1 of 2,3,DAL,,14,,,,,,,,,,,,,,,N. Batum - batumni01,make,1 of 2,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,533,LAC,N. Batum makes free throw 2 of 2,4,DAL,,14,,,,,,,,,,,,,,,N. Batum - batumni01,make,2 of 2,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,520,LAC,,4,DAL,D. Finney-Smith misses 3-pt jump shot from 24 ft,14,D. Finney-Smith - finnedo01,3-pt jump shot,miss,24,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,517,LAC,Defensive rebound by N. Batum,4,DAL,,14,,,,,,,,,,N. Batum - batumni01,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,511,LAC,R. Jackson makes 2-pt layup from 1 ft,6,DAL,,14,R. Jackson - jacksre01,2-pt layup,make,1,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,504,LAC,,6,DAL,K. Porziis makes 2-pt jump shot from 4 ft (assist by L. Doni),16,K. Porziņģis - porzikr01,2-pt jump shot,make,4,L. Dončić - doncilu01,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,504,LAC,,6,DAL,Shooting foul by K. Leonard (drawn by K. Porziis),16,,,,,,,shooting,K. Leonard - leonaka01,K. Porziņģis - porzikr01,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,504,LAC,,6,DAL,K. Porziis makes free throw 1 of 1,17,,,,,,,,,,,,,,,K. Porziņģis - porzikr01,make,1 of 1,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,493,LAC,Turnover by K. Leonard (lost ball; steal by M. Kleber),6,DAL,,17,,,,,,,,,,,,,,,,,,,,K. Leonard - leonaka01,lost ball,steal,M. Kleber - klebima01,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,478,LAC,,6,DAL,M. Kleber misses 2-pt jump shot from 22 ft,17,M. Kleber - klebima01,2-pt jump shot,miss,22,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,476,LAC,Defensive rebound by K. Leonard,6,DAL,,17,,,,,,,,,,K. Leonard - leonaka01,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,467,LAC,M. Morris misses 3-pt jump shot from 24 ft,6,DAL,,17,M. Morris - morrima03,3-pt jump shot,miss,24,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,464,LAC,,6,DAL,Defensive rebound by K. Porziis,17,,,,,,,,,,K. Porziņģis - porzikr01,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,457,LAC,,6,DAL,K. Porziis makes 3-pt jump shot from 29 ft (assist by L. Doni),20,K. Porziņģis - porzikr01,3-pt jump shot,make,29,L. Dončić - doncilu01,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,456,LAC,LA Clippers full timeout,6,DAL,,20,,,,,,,,,,,,,,LAC,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,433,LAC,P. George makes 2-pt jump shot from 6 ft,8,DAL,,20,P. George - georgpa01,2-pt jump shot,make,6,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,417,LAC,,8,DAL,T. Hardaway misses 2-pt layup from 3 ft (block by K. Leonard),20,T. Hardaway - hardati02,2-pt layup,miss,3,,K. Leonard - leonaka01,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,417,LAC,Defensive rebound by Team,8,DAL,,20,,,,,,,,,,Team,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,408,LAC,R. Jackson misses 3-pt jump shot from 26 ft,8,DAL,,20,R. Jackson - jacksre01,3-pt jump shot,miss,26,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,405,LAC,,8,DAL,Defensive rebound by L. Doni,20,,,,,,,,,,L. Dončić - doncilu01,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,390,LAC,,8,DAL,M. Kleber makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),23,M. Kleber - klebima01,3-pt jump shot,make,26,D. Finney-Smith - finnedo01,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,367,LAC,Turnover by R. Jackson (bad pass; steal by K. Porziis),8,DAL,,23,,,,,,,,,,,,,,,,,,,,R. Jackson - jacksre01,bad pass,steal,K. Porziņģis - porzikr01,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,363,LAC,,8,DAL,L. Doni misses 3-pt jump shot from 32 ft,23,L. Dončić - doncilu01,3-pt jump shot,miss,32,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,360,LAC,Defensive rebound by N. Batum,8,DAL,,23,,,,,,,,,,N. Batum - batumni01,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,353,LAC,N. Batum misses 3-pt jump shot from 25 ft,8,DAL,,23,N. Batum - batumni01,3-pt jump shot,miss,25,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,351,LAC,,8,DAL,Defensive rebound by T. Hardaway,23,,,,,,,,,,T. Hardaway - hardati02,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,348,LAC,,8,DAL,T. Hardaway makes 3-pt jump shot from 27 ft,26,T. Hardaway - hardati02,3-pt jump shot,make,27,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,328,LAC,R. Jackson makes 3-pt jump shot from 23 ft (assist by N. Batum),11,DAL,,26,R. Jackson - jacksre01,3-pt jump shot,make,23,N. Batum - batumni01,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,307,LAC,,11,DAL,L. Doni misses 2-pt jump shot from 8 ft,26,L. Dončić - doncilu01,2-pt jump shot,miss,8,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,306,LAC,,11,DAL,Offensive rebound by D. Finney-Smith,26,,,,,,,,,,D. Finney-Smith - finnedo01,offensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,306,LAC,,11,DAL,D. Finney-Smith makes 2-pt layup at rim,28,D. Finney-Smith - finnedo01,2-pt layup,make,0,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,298,LAC,Personal foul by D. Finney-Smith (drawn by K. Leonard),11,DAL,,28,,,,,,,personal,D. Finney-Smith - finnedo01,K. Leonard - leonaka01,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,298,LAC,R. Rondo enters the game for R. Jackson,11,DAL,,28,,,,,,,,,,,,,,,,,,R. Rondo - rondora01,R. Jackson - jacksre01,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,298,LAC,,11,DAL,J. Brunson enters the game for L. Doni,28,,,,,,,,,,,,,,,,,,J. Brunson - brunsja01,L. Dončić - doncilu01,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,298,LAC,Offensive foul by M. Morris (drawn by M. Kleber),11,DAL,,28,,,,,,,offensive,M. Morris - morrima03,M. Kleber - klebima01,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,298,LAC,Turnover by M. Morris (offensive foul),11,DAL,,28,,,,,,,,,,,,,,,,,,,,M. Morris - morrima03,offensive foul,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,298,LAC,T. Mann enters the game for M. Morris,11,DAL,,28,,,,,,,,,,,,,,,,,,T. Mann - mannte01,M. Morris - morrima03,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,278,LAC,,11,DAL,J. Brunson makes 2-pt jump shot from 10 ft,30,J. Brunson - brunsja01,2-pt jump shot,make,10,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,269,LAC,P. George misses 2-pt jump shot from 22 ft,11,DAL,,30,P. George - georgpa01,2-pt jump shot,miss,22,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,266,LAC,Offensive rebound by K. Leonard,11,DAL,,30,,,,,,,,,,K. Leonard - leonaka01,offensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,265,LAC,K. Leonard makes 2-pt jump shot from 10 ft,13,DAL,,30,K. Leonard - leonaka01,2-pt jump shot,make,10,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,250,LAC,,13,DAL,T. Hardaway misses 3-pt jump shot from 25 ft,30,T. Hardaway - hardati02,3-pt jump shot,miss,25,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,248,LAC,Defensive rebound by R. Rondo,13,DAL,,30,,,,,,,,,,R. Rondo - rondora01,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,234,LAC,K. Leonard makes 2-pt layup from 1 ft,15,DAL,,30,K. Leonard - leonaka01,2-pt layup,make,1,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,234,LAC,,15,DAL,Dallas full timeout,30,,,,,,,,,,,,,,DAL,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,234,LAC,,15,DAL,J. Richardson enters the game for D. Finney-Smith,30,,,,,,,,,,,,,,,,,,J. Richardson - richajo01,D. Finney-Smith - finnedo01,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,209,LAC,,15,DAL,K. Porziis misses 2-pt jump shot from 12 ft,30,K. Porziņģis - porzikr01,2-pt jump shot,miss,12,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,207,LAC,Defensive rebound by T. Mann,15,DAL,,30,,,,,,,,,,T. Mann - mannte01,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,187,LAC,R. Rondo misses 2-pt layup from 2 ft,15,DAL,,30,R. Rondo - rondora01,2-pt layup,miss,2,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,185,LAC,Offensive rebound by N. Batum,15,DAL,,30,,,,,,,,,,N. Batum - batumni01,offensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,184,LAC,N. Batum makes 2-pt dunk at rim,17,DAL,,30,N. Batum - batumni01,2-pt dunk,make,0,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,174,LAC,,17,DAL,T. Hardaway misses 2-pt jump shot from 19 ft,30,T. Hardaway - hardati02,2-pt jump shot,miss,19,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,174,LAC,Defensive rebound by K. Leonard,17,DAL,,30,,,,,,,,,,K. Leonard - leonaka01,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,169,LAC,K. Leonard makes 3-pt jump shot from 26 ft,20,DAL,,30,K. Leonard - leonaka01,3-pt jump shot,make,26,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,152,LAC,,20,DAL,M. Kleber misses 3-pt jump shot from 23 ft,30,M. Kleber - klebima01,3-pt jump shot,miss,23,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,149,LAC,Defensive rebound by T. Mann,20,DAL,,30,,,,,,,,,,T. Mann - mannte01,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,142,LAC,P. George makes 2-pt layup from 2 ft,22,DAL,,30,P. George - georgpa01,2-pt layup,make,2,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,124,LAC,,22,DAL,T. Hardaway misses 2-pt jump shot from 8 ft,30,T. Hardaway - hardati02,2-pt jump shot,miss,8,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,122,LAC,Defensive rebound by N. Batum,22,DAL,,30,,,,,,,,,,N. Batum - batumni01,defensive,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,117,LAC,P. George makes 3-pt jump shot from 25 ft,25,DAL,,30,P. George - georgpa01,3-pt jump shot,make,25,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,98,LAC,,25,DAL,J. Richardson makes 2-pt jump shot from 11 ft,32,J. Richardson - richajo01,2-pt jump shot,make,11,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,91,LAC,Personal take foul by J. Richardson (drawn by P. George),25,DAL,,32,,,,,,,personal take,J. Richardson - richajo01,P. George - georgpa01,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,91,LAC,I. Zubac enters the game for P. George,25,DAL,,32,,,,,,,,,,,,,,,,,,I. Zubac - zubaciv01,P. George - georgpa01,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,91,LAC,,25,DAL,W. Cauley-Stein enters the game for T. Hardaway,32,,,,,,,,,,,,,,,,,,W. Cauley-Stein - caulewi01,T. Hardaway - hardati02,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,91,LAC,,25,DAL,L. Doni enters the game for K. Porziis,32,,,,,,,,,,,,,,,,,,L. Dončić - doncilu01,K. Porziņģis - porzikr01,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,84,LAC,K. Leonard makes 2-pt jump shot from 16 ft,27,DAL,,32,K. Leonard - leonaka01,2-pt jump shot,make,16,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,73,LAC,,27,DAL,Personal foul by R. Rondo (drawn by L. Doni),32,,,,,,,personal,R. Rondo - rondora01,L. Dončić - doncilu01,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,73,LAC,P. Beverley enters the game for K. Leonard,27,DAL,,32,,,,,,,,,,,,,,,,,,P. Beverley - beverpa01,K. Leonard - leonaka01,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,61,LAC,,27,DAL,Offensive foul by L. Doni (drawn by R. Rondo),32,,,,,,,offensive,L. Dončić - doncilu01,R. Rondo - rondora01,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,61,LAC,,27,DAL,Turnover by L. Doni (offensive foul),32,,,,,,,,,,,,,,,,,,,,L. Dončić - doncilu01,offensive foul,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,61,LAC,Technical foul by P. Beverley,27,DAL,,32,,,,,,,technical,P. Beverley - beverpa01,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,61,LAC,,27,DAL,Technical foul by L. Doni,32,,,,,,,technical,L. Dončić - doncilu01,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,61,LAC,,27,DAL,D. Finney-Smith enters the game for M. Kleber,32,,,,,,,,,,,,,,,,,,D. Finney-Smith - finnedo01,M. Kleber - klebima01,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,40,LAC,Flagrant foul type 1 by W. Cauley-Stein (drawn by T. Mann),27,DAL,,32,,,,,,,flagrant,W. Cauley-Stein - caulewi01,T. Mann - mannte01,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,40,LAC,Instant Replay (Request: Ruling Stands),27,DAL,,32,,,,,,,,,,,,,,,,,,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,40,LAC,T. Mann makes flagrant free throw 1 of 2,28,DAL,,32,,,,,,,,,,,,,,,T. Mann - mannte01,make,1 of 2,,,,,,,,,
/boxscores/202105280DAL.html,playoff,American Airlines Center Dallas Texas,May 28 2021,9:30 PM,LAC,1,40,LAC,T. Mann makes flagrant free throw 2 of 2,29,DAL,,32,,,,,,,,,,,,,,,T. Mann - mannte01,make,2 of 2,,,,,,,,,
